Name,Address,City,St,Zip,Phone
Food Mart Takeout Indian Food,7511 International Drive,Orlando, Florida,32819,4073525510
Forbidden City Chinese Restaurant,948 North Mills Avenue,Orlando, Florida,32803,4078945005
Four Points By Sheraton Orlando Downtown,151 E Washington St,Orlando, Florida,32801,4078413220
Franklin Restaurant,2107 West Colonial Drive,Orlando, Florida,32804,4072461312
Franz & Peppone,7239 International Drive,Orlando, Florida,32819,4073630840
Free Market International Corporation,8001 South Orange Blossom Trai,Orlando, Florida,32809,4072401010
Friday's - Airport,7118 South Semoran Boulevard,Orlando, Florida,32822,4078557000
Fridays Front Row Sports Grill,8148 International Drive,Orlando, Florida,32819,4073458884
Friendly Confines,435 North Alafaya Trail,Orlando, Florida,32828,4077369182
Friendly Restaurant,8718 International Drive,Orlando, Florida,32819,4073451655
Friendly Restaurants,4753 South Kirkman Road,Orlando, Florida,32811,4072956843
Friendlys,12185 Collegiate Way,Orlando, Florida,32817,4073812275
Froggers Grill & Bar,4481 North Pine Hills Road,Orlando, Florida,32808,4072918330
Froggers Oyster Bar & Grill,4112 Town Center Boulevard,Orlando, Florida,32837,4078124090
Front Row Sports Grill,8126 International Drive,Orlando, Florida,32819,4073631414
Fuji Sushi,7099 South Orange Blossom Trai,Orlando, Florida,32809,4078160099
Fultons Crab,1670 North Buena Vista Drive,Orlando, Florida,32830,4079342628
Fusian Japenese Eatery,12281 University Boulevard,Orlando, Florida,32817,4077368987
Gabriels Submarine Sandwich Shop,2840 Curry Ford Road,Orlando, Florida,32806,4078946244
Gabriels Submarine Sandwich Shops,3006 Edgewater Drive,Orlando, Florida,32804,4074259926
Gabriels Submarine Sandwich Shops,2711 North Pine Hills Road,Orlando, Florida,32808,4072985502
Gains German Restaurant,5731 South Orange Blossom Trai,Orlando, Florida,32839,4074388997
Garden Cafe,8688 Palm Parkway,Orlando, Florida,32836,4072398500
Garden Cafe Vegetarian Restaurant,810 West Colonial Drive,Orlando, Florida,32804,4079999799
Gargis Italian Restaurant,1421 North Orange Avenue,Orlando, Florida,32804,4078947907
Garibaldi Mexican Restaurant,929 North Semoran Boulevard,Orlando, Florida,32807,4072755035
Gator Family Restaurant,14525 Gatorland Drive,Orlando, Florida,32837,4074383346
Gators Dockside,5601 South Semoran Boulevard,Orlando, Florida,32822,4077376010
Gator's Dockside,5601 s semoran blvd,Orlando, Florida,32822,4077376010
Gators Dockside at South Chase Inc,12237 South Orange Blossom Tra,Orlando, Florida,32837,4078260505
Gators Dockside at Waterford Lakes Inc,12448 Lake Underhill Road,Orlando, Florida,32828,4072499444
Gentabellas Restaurant,679 West Lancaster Road,Orlando, Florida,32809,4078573216
Ginnie BS Family Diner,516 South Parramore Avenue,Orlando, Florida,32805,4074234763
Ginos Pizza & Brew III,120 South Orange Avenue,Orlando, Florida,32801,4079997827
Giordanos Restaurant and Pizzeria,12151 South Apopka Vineland Ro,Orlando, Florida,32836,4072398900
Giovannis Italian Restaurant & Pizzeria,2140 South Chickasaw Trail,Orlando, Florida,32825,3212359600
Giovannis Pizza & Subs,3204 South Goldenrod Road,Orlando, Florida,32822,4072731087
GLI Food Services,2750 Business Center Boulevard,Orlando, Florida,32801,4072924628
Glorias Cafe,166 South Semoran Boulevard,Orlando, Florida,32807,3212350089
Godfather Pizza,5365 International Drive,Orlando, Florida,32819,4073455088
Godfathers,5511 Clarcona Ocoee Road,Orlando, Florida,32810,4072946484
Golden Buffet Chinesse Restaurant,11680 East Colonial Drive,Orlando, Florida,32817,3212351245
Golden Coast Chinese Restaurant,10438 East Colonial Drive,Orlando, Florida,32817,4072072999
Golden Empire Chinese Restaurant Inc,12403 South Orange Blossom Tra,Orlando, Florida,32837,4072518881
Golden Gate Chinese Restaurant,6440 East Colonial Drive,Orlando, Florida,32807,4073807221
Golden Lotus Chinese Restaurant,8365 South John Young Parkway,Orlando, Florida,32819,4073523832
Golden Palace Chinese Restaurant,1728 Woolco Way,Orlando, Florida,32822,4072810980
Golden Stallion Chinese Restaurant,3255 West Colonial Drive,Orlando, Florida,32808,4072986923
Goodfellas Pizzeria,11865 East Colonial Drive,Orlando, Florida,32826,4076586615
Gossip Restaurant & Lounge,536 West Church Street,Orlando, Florida,32805,4074819227
Grand Cypress Resort,1 North Jacaranda Street,Orlando, Florida,32836,4072394700
Gratzi,7499 Augusta National Drive,Orlando, Florida,32822,4078519000
Great American Deli,4241 North John Young Parkway,Orlando, Florida,32804,4072912513
Great China Restaurant,12275 University Boulevard,Orlando, Florida,32817,4072752223
Green House Chinese Restaurants,12915 South Orange Blossom Tra,Orlando, Florida,32837,4074380988
Guest Services International,6353 South Orange Avenue,Orlando, Florida,32809,8773431813
"Hampton Inn Orlando, Fl- Universal Studios",5621 Windhover Dr,Orlando, Florida,32819,8002318395
Hampton Inn Orlando-Lake Buena Vista,8150 Palm Pkwy,Orlando, Florida,32836,4074658150
Hampton Inn Orlando-South Of Universal S,7110 S Kirkman Rd,Orlando, Florida,32819,4073451112
Hanamizuki Japanese Restaurant,8255 International Drive,Orlando, Florida,32819,4073637200
Handy Way Food Store 4504 Hardees,10001 Lake Underhill Road,Orlando, Florida,32825,4072490083
Hard Rock Cafe,6100 Old Park Lane,Orlando, Florida,32835,4072900717
Hard Rock Cafe Restaurant,6050 Universal Boulevard,Orlando, Florida,32819,4073517625
Hardees of Orlando,6234 West Colonial Drive,Orlando, Florida,32808,4072933876
Hardees of Silver Star,5212 Silver Star Road,Orlando, Florida,32808,4072934784
Havanas 2 Restaurant,1325 West Washington Street,Orlando, Florida,32805,4074267625
Havanas Cafe 3,8544 Palm Parkway,Orlando, Florida,32836,4072385333
Hawk's Landing Steakhouse & Grill,8701 World Center Dr,Orlando, Florida,32821,4072388829
Hawthorn Suites - Orlando Airport,7450 Augusta National Dr,Orlando, Florida,32822,4074322121
Hawthorn Suites - Orlando/Lake Buena Vis,8303 Palm Pkwy,Orlando, Florida,32836,4075975000
Hawthorn Suites Hotel,6435 Westwood Blvd,Orlando, Florida,32821,4073516660
Hiens Vietnamese & Chinese Restaurant,924 North Mills Avenue,Orlando, Florida,32803,4078980460
High Tide Harrys Seafood Restaurant,925 North Semoran Boulevard,Orlando, Florida,32807,4072734422
High Tide Harrys Seafood Restaurant,5831 South Orange Blossom Trai,Orlando, Florida,32839,4078574307
Hilton Garden Inn at Sea World International Cente,6850 Westwood Boulevard,Orlando, Florida,32821,4073541500
Hilton Garden Inn® Orlando Univ. Central,1959 N Alafaya Trl,Orlando, Florida,32826,4079925000
Hoi QUAN Tri Am,4849 South Orange Blossom Trai,Orlando, Florida,32839,4078566666
Holiday House Restaurants,2037 Lee Road,Orlando, Florida,32810,4072934930
Holiday Inn Express,1853 McCoy Rd,Orlando, Florida,32809,4078511113
Holiday Inn Express,6323 International Dr,Orlando, Florida,32819,4073514430
Holiday Inn Express Orlando-E. Colonial,8750 E Colonial Dr,Orlando, Florida,32817,4072823900
Holiday Inn Family Suites Resort Lake Bu,14500 Continental Gtwy,Orlando, Florida,32821,4073875437
"Holiday Inn Orlando/Disney/Internat'l, F",6515 International Dr,Orlando, Florida,32819,4073513500
"Holiday Inn Orlando-Downtown, Fl",304 W Colonial Dr,Orlando, Florida,32801,4079960100
Holiday Inn Select Orlando-University Ce,12125 High Tech Ave,Orlando, Florida,32817,4072759000
Honduras Restaurant,4897 West Colonial Drive,Orlando, Florida,32808,4075231326
Hong Kong Asian Cuisine,Oakhill Village Shop,Orlando, Florida,32801,4072969988
Hong Kong Buffet,10663 East Colonial Drive,Orlando, Florida,32817,4074820898
Hoop-Dee DOO Musical Review,Walt Disney World Re,Orlando, Florida,32830,4079393463
Hooters Restaurant,5300 South Kirkman Road,Orlando, Florida,32819,4073545350
Hooters Restaurant - Orlando Airport,7222 Augusta National Drive,Orlando, Florida,32822,4078502552
Hop-Bo Chinese Restaurant,4420 Curry Ford Road,Orlando, Florida,32812,4073811867
Hops Grill & Bar,11448 University Boulevard,Orlando, Florida,32817,4073819109
Hops Restaurant Bar & Brewery,848 Sand Lake Road,Orlando, Florida,32809,4078513131
Horizons By Marriott Vacation Club Orlan,7102 Grand National Dr,Orlando, Florida,32819,4074656100
Hospitality Management of America,100 West Livingston Street,Orlando, Florida,32801,4078435775
Hot 2 Stay Cuchifrito,435 North Semoran Boulevard,Orlando, Florida,32807,4077378282
Hot Dog Heaven,5355 East Colonial Drive,Orlando, Florida,32807,4072825746
Hotel & Restaurant Employees Local 362,1255 La Quinta Drive,Orlando, Florida,32809,4078510626
Houlihans,9150 International Drive,Orlando, Florida,32819,4073630043
House of Blues,Downtown Disney West,Orlando, Florida,32830,4079342583
Hovan Gourmet,Fashion Square Mall,Orlando, Florida,32803,4078959900
"Howard Johnson Plaza, Hotel, & Suites",9956 Hawaiian Ct,Orlando, Florida,32819,4073515100
Howard Johnson Resort Hotel And Suites Orlando,2323 McCoy Rd,Orlando, Florida,32809,4075815000
Hue Restaurant,629 East Central Boulevard,Orlando, Florida,32801,4078491800
Hungry Howies Pizza,2401 West Oak Ridge Road,Orlando, Florida,32809,4078547777
Hunters Creek Chinese Restaurant,4106 Town Center Boulevard,Orlando, Florida,32837,4078160900
Hyatt Regency Orlando International Airport,9300 Airport Blvd,Orlando, Florida,32827,4078251234
Hyatt Regency Orlando International Airport,9300 Airport Boulevard,Orlando, Florida,32827,4078251234
Ichiban,19 S Orange Ave,Orlando, Florida,32801,4074232688
Ichiban Japanese Restaurant,19 South Orange Avenue,Orlando, Florida,32801,4074232688
IL Pescatore,651 North Primrose Drive,Orlando, Florida,32803,4078966763
India Palace,8530 Palm Parkway,Orlando, Florida,32836,4072382322
Indian Rasoi,852 West Lancaster Road,Orlando, Florida,32809,4078882147
International Boston Lobster Feast,8735 International Drive,Orlando, Florida,32819,4072488606
International Cafe,956 South Orange Avenue,Orlando, Florida,32806,4078439760
International Deli and Market,8000 International Drive,Orlando, Florida,32819,4073513131
International Food Inc,6400 International Drive,Orlando, Florida,32819,4072261515
International House of Pancakes No 36-64,647 East Colonial Drive,Orlando, Florida,32803,4078968313
International House of Pancakes No 36-74,6005 International Drive,Orlando, Florida,32819,4073510031
International House of Pancakes No 36-81,795 South Semoran Boulevard,Orlando, Florida,32807,4072750243
International House of Pancakes No 36-85,4124 West Colonial Drive,Orlando, Florida,32808,4072932411
International House of Pancakes No 36-93,7661 International Drive,Orlando, Florida,32819,4073514090
International House of Pancakes No 36-98,2534 33rd Street,Orlando, Florida,32839,4078720540
Islamorida Fish Company,5156 International Drive,Orlando, Florida,32819,4075635100
Island Tropics Cafe,1451 North Pine Hills Road,Orlando, Florida,32808,4075327787
Islands of Adventure,1000 Universal Studios Place,Orlando, Florida,32819,4073638000
Italian Eatery,7435 International Drive,Orlando, Florida,32819,4073700064
Italian Village Pizza Restaurant,5032 West Colonial Drive,Orlando, Florida,32808,4075783463
Italian Village Pizza Restaurant,4898 Edgewater Drive,Orlando, Florida,32804,4072929900
Its A Secret BBQ,4309 Old Winter Garden Road,Orlando, Florida,32811,4075230980
ITZA Pizza & Italian Cafe,7149 Edgewater Drive,Orlando, Florida,32810,4072993881
J & J Mini Restaurant,2200 North Forsyth Road,Orlando, Florida,32807,4076739126
J & J Tropical American Restaurant,1025 South Orange Blossom Trai,Orlando, Florida,32805,4074266969
J BS Sports Bar & Grill Restaurant,4880 South Kirkman Road,Orlando, Florida,32811,4072938881
J WS Steakhouse,8701 World Center Drive,Orlando, Florida,32821,4072394200
Jack & Marys Restaurant,2323 South Goldenrod Road,Orlando, Florida,32822,4072811113
Jade Garden Chinese Restaurant,11845 East Colonial Drive,Orlando, Florida,32826,4076584567
Jakes,4580 East Michigan Street,Orlando, Florida,32812,4073846021
Jalapenos Mexican Food,1703 West Oak Ridge Road,Orlando, Florida,32809,4078509660
Jamaican Punch,1311 West Pine Street,Orlando, Florida,32805,4079990393
Janwood Management,4060 Town Center Boulevard,Orlando, Florida,32837,4078551170
Japan Food AKI Restaurant,7460 Universal Boulevard,Orlando, Florida,32819,4073540025
Jarretts Grill and Catering Company,35 West Michigan Street,Orlando, Florida,32806,4075812400
Jason DS Pizzeria,1718 North Goldenrod Road,Orlando, Florida,32807,4073829004
Jasons Cafe & Pizzeria,1595 Silver Star Road,Orlando, Florida,32804,4075326868
JAX 5th Avenue Deli & Ale House,3400 Edgewater Drive,Orlando, Florida,32804,4079998934
JAX 5th Avenue Deli & Ale House,11 South Court Avenue,Orlando, Florida,32801,4078415322
JIN Ho Chinese Restaurant,4646 South Kirkman Road,Orlando, Florida,32811,4075787788
JIN SHA Chinese Restaurant,3530 South Orange Avenue,Orlando, Florida,32806,4078513160
Joes Crabshack,12124 South Apopka Vineland Ro,Orlando, Florida,32836,4074651895
Johnny Rivers Smokehouse,5370 West Colonial Drive,Orlando, Florida,32808,4072935803
Johnnys Ribs and Wings,723 North Powers Drive,Orlando, Florida,32818,4072930030
Joses Sandwich Shop,517 East Michigan Street,Orlando, Florida,32806,4074232451
Juan & Onlys,1500 Epcot Resort Boulevard,Orlando, Florida,32830,4079341609
Jungle Jims,12501 State Road 535,Orlando, Florida,32836,4078271257
Jungle Jims Restaurant - Church,Street Church South # 55,Orlando, Florida,32801,4078723111
Kanpai of Tokyo,6687 South Kirkman Road,Orlando, Florida,32819,4073524811
Karrib Delight,6801 Forest City Road,Orlando, Florida,32810,4075230070
KASH N Karry Food Stores Inc - Landstar Store,13850 Landstar Boulevard,Orlando, Florida,32824,4074380252
Kate Obriens Irish Pub & Restaurant,42 West Central Boulevard,Orlando, Florida,32801,4076497646
Kathys Wings & Subs Etc,2801 North Hiawassee Road,Orlando, Florida,32818,4072994647
Kathys Wings & Subs Etc,6814 Forest City Road,Orlando, Florida,32810,4075219464
KC Cleaning Services,377 West Church Street,Orlando, Florida,32801,4078418933
Kelseys Pizzeria,12269 University Boulevard,Orlando, Florida,32817,4072820505
KERS Winghouse,3201 Parkway Center Court,Orlando, Florida,32808,4075226422
Keys Group Inc,6043 Lake Pointe Drive,Orlando, Florida,32822,4073822791
Kim Long Restuarant,1326 North Mills Avenue,Orlando, Florida,32803,4072280031
Kim Tai Restaurant,2631 North Pine Hills Road,Orlando, Florida,32808,4072941510
Kim Wu Chinese Restaurant,4904 South Kirkman Road,Orlando, Florida,32811,4072930752
Kimonos,1200 Epcot Resort Boulevard,Orlando, Florida,32830,4079341609
King Express,2225 West Oak Ridge Road,Orlando, Florida,32809,4078547899
Kinoko Japanese Steak House,6111 West Colonial Drive,Orlando, Florida,32808,4072911199
KOBE Japanese Steakhouse & Sushi Bar,5605 South Kirkman Road,Orlando, Florida,32819,4072481978
KOBE Japanese Steakhouse & Sushi Bar,2110 East Colonial Drive,Orlando, Florida,32803,4078956868
KOBE Japanese Steakhouse & Sushi Bar,8350 International Drive,Orlando, Florida,32819,4073521811
Kosher Glatt Restaurant,8548 Palm Parkway,Orlando, Florida,32836,4074650545
LA Carmencita Grill,504 West Oak Ridge Road,Orlando, Florida,32809,4078160102
LA Cazona Restaurant,624 West Lancaster Road,Orlando, Florida,32809,4078512200
LA Fonda de Victor,517 North Semoran Boulevard,Orlando, Florida,32807,4072810826
LA Fontanella,900 East Washington Street,Orlando, Florida,32801,4074250033
LA Hacienda Restaurant,8204 Crystal Clear Lane,Orlando, Florida,32809,4074470707
LA Herradura,5667 South Orange Avenue,Orlando, Florida,32809,4078520588
LAI LAI Chinese Cuisine & Sushi Bar,7400 Southland Boulevard,Orlando, Florida,32809,4078573740
Lakay Restaurant,1444 North Pine Hills Road,Orlando, Florida,32808,4075323343
Lakay Restaurant,1444 North Pine Hills Road,Orlando, Florida,32808,4075323343
Lake Eola Yacht Club,407 East Central Boulevard,Orlando, Florida,32801,4078410033
Lake Eola Yacht Club,407 East Central Boulevard,Orlando, Florida,32801,4078410033
Lake View Coffee Shop,6500 International Drive,Orlando, Florida,32819,4079037220
Lake View Coffee Shop,6500 International Drive,Orlando, Florida,32819,4079037220
Lakeside Restaurant,431 East Central Boulevard,Orlando, Florida,32801,4078411565
Lakeside Restaurant,431 East Central Boulevard,Orlando, Florida,32801,4078411565
Lams Garden,2505 East Colonial Drive,Orlando, Florida,32803,4078960370
Lando Sams Bar & Grill-Radisson Plaza Hotel,60 South Ivanhoe Boulevard,Orlando, Florida,32804,4074254455
Lando Sams Bar & Grill-Radisson Plaza Hotel,60 South Ivanhoe Boulevard,Orlando, Florida,32804,4074254455
Landrys Seafood,8800 Vineland Avenue,Orlando, Florida,32821,4078276466
Landrys Seafood,8800 Vineland Avenue,Orlando, Florida,32821,4078276466
Larrys Cedar River Seafood & Oyster Bar,1715 Spring Lake Drive,Orlando, Florida,32804,4078580525
Larrys Cedar River Seafood & Oyster Bar,1715 Spring Lake Drive,Orlando, Florida,32804,4078580525
Las Villas Cafe,675 South Semoran Boulevard,Orlando, Florida,32807,4072498692
Las Villas Cafe,675 South Semoran Boulevard,Orlando, Florida,32807,4072498692
Lasincertite Restaurant,108 North Orange Blossom Trail,Orlando, Florida,32805,4076494718
Lasincertite Restaurant,108 North Orange Blossom Trail,Orlando, Florida,32805,4076494718
Latin Power Cafe,4083 West Oak Ridge Road,Orlando, Florida,32809,4073516311
Latin Power Cafe,4083 West Oak Ridge Road,Orlando, Florida,32809,4073516311
Le Coqauvin,4800 South Orange Avenue,Orlando, Florida,32806,4078516980
Le Croissant Shop,111 North Orange Avenue,Orlando, Florida,32801,4076488316
Le Croissant Shop,111 North Orange Avenue,Orlando, Florida,32801,4076488316
Le Gala Restaurant,307 North Orange Blossom Trail,Orlando, Florida,32805,4078395888
Le Gala Restaurant,307 North Orange Blossom Trail,Orlando, Florida,32805,4078395888
Le Provence Restaurant,50 East Pine Street,Orlando, Florida,32801,4078431320
Le Tropical Restaurants,6415 West Colonial Drive,Orlando, Florida,32818,4072977119
Le Tropical Restaurants,6415 West Colonial Drive,Orlando, Florida,32818,4072977119
Lechonera Latina,9850 East Colonial Drive,Orlando, Florida,32817,4072490207
Lechonera Latina,9850 East Colonial Drive,Orlando, Florida,32817,4072490207
Lee and Ricks Half Shell Oyster Bar,5621 Old Winter Garden Road,Orlando, Florida,32811,4072933587
Lee and Ricks Half Shell Oyster Bar,5621 Old Winter Garden Road,Orlando, Florida,32811,4072933587
Lees Korean Bistro,221 East Colonial Drive,Orlando, Florida,32801,4074253900
Lees Subs & Burger,301 South Orange Blossom Trail,Orlando, Florida,32805,4076485683
Lees Subs & Burger,301 South Orange Blossom Trail,Orlando, Florida,32805,4076485683
Lenha & CO Pizza,5644 International Drive,Orlando, Florida,32819,4072489552
Lennards Cozy Inn,3916 Columbia Street,Orlando, Florida,32805,4072980333
Lennards Cozy Inn,3916 Columbia Street,Orlando, Florida,32805,4072980333
Leos Pizza,5143 South John Young Parkway,Orlando, Florida,32839,4074387226
Lepeep Restaurant,4666 South Kirkman Road,Orlando, Florida,32811,4072914580
Lepeep Restaurant,4666 South Kirkman Road,Orlando, Florida,32811,4072914580
Leroys Cuisine,6825 West Colonial Drive,Orlando, Florida,32818,4075781223
Leroys Cuisine,6825 West Colonial Drive,Orlando, Florida,32818,4075781223
Li JING Chinese Food,7150 West Colonial Drive,Orlando, Florida,32818,4072991639
Li JING Chinese Food,7150 West Colonial Drive,Orlando, Florida,32818,4072991639
Lidos Italian Restaurant,2509 South Orange Avenue,Orlando, Florida,32806,4074238933
Lidos Italian Restaurant,2509 South Orange Avenue,Orlando, Florida,32806,4074238933
Lil Anthonys,2612 East Colonial Drive,Orlando, Florida,32803,4078980007
Lil Apple Deli,9430 East Colonial Drive,Orlando, Florida,32817,4072814269
Little Caesars Pizza - Goldenrod,734 South Goldenrod Road,Orlando, Florida,32822,4072753806
Little Caesars Pizza - Ocoee,1606 Silver Star Road,Orlando, Florida,32804,4072905757
Little Caesars Pizza - Union Park,11222 East Colonial Drive,Orlando, Florida,32817,4072497733
Little Caesars Pizza - Waterford Lakes,12430 Lake Underhill Road,Orlando, Florida,32828,4073808880
Little Caesars Pizza Office,4153 L B McLeod Road,Orlando, Florida,32811,4074262334
Little Saigon Restaurant,1106 East Colonial Drive,Orlando, Florida,32803,4074238539
Little Thai Garden Restaurant,6040 South Orange Blossom Trai,Orlando, Florida,32809,4072408686
Little Thai Garden Restaurant,6040 South Orange Blossom Trai,Orlando, Florida,32809,4072408686
Lobster Feast,South At The Florida # T,Orlando, Florida,32808,4074380607
Lockhart Country Cafe,7153 Rose Avenue,Orlando, Florida,32810,4072903182
Lockhart Country Cafe,7153 Rose Avenue,Orlando, Florida,32810,4072903182
Logans Deli,135 West Central Boulevard,Orlando, Florida,32801,4074269501
Logans Deli,135 West Central Boulevard,Orlando, Florida,32801,4074269501
Logans Roadhouse,7480 West Colonial Drive,Orlando, Florida,32818,4072955300
Logans Roadhouse,3060 West Sand Lake Road,Orlando, Florida,32819,4073514599
Logans Roadhouse,7480 West Colonial Drive,Orlando, Florida,32818,4072955300
Los Agachados Taqueria,1740 Woolco Way,Orlando, Florida,32822,4073847776
Los Agachados Taqueria,1740 Woolco Way,Orlando, Florida,32822,4073847776
Los Chinitos,12058 Collegiate Way,Orlando, Florida,32817,3212350880
Los Chinitos,12058 Collegiate Way,Orlando, Florida,32817,3212350880
Louie and Marias Italian Resteraunt,9728 East Colonial Drive,Orlando, Florida,32817,4072777755
Louie and Marias Italian Resteraunt,9728 East Colonial Drive,Orlando, Florida,32817,4072777755
Louis Downtown,116 West Church Street,Orlando, Florida,32801,4076484688
Louis Downtown,116 West Church Street,Orlando, Florida,32801,4076484688
Louis Downtown Restaurant,135 North Lucerne Circle East,Orlando, Florida,32801,4076484688
Louis Downtown Restaurant,135 North Lucerne Circle East,Orlando, Florida,32801,4076484688
LUA Loa,301 West Church Street,Orlando, Florida,32801,4074260566
LUA Loa,301 West Church Street,Orlando, Florida,32801,4074260566
Luckys Spot & Restaurant,2727 Silver Star Road,Orlando, Florida,32808,4072994776
Luckys Spot & Restaurant,2727 Silver Star Road,Orlando, Florida,32808,4072994776
Lucys Food Mart,567 West Church Street,Orlando, Florida,32805,4078391345
Lucys Food Mart,567 West Church Street,Orlando, Florida,32805,4078391345
Lunch Basket,901 North Magnolia Avenue,Orlando, Florida,32803,4074227402
Lunch Basket,901 North Magnolia Avenue,Orlando, Florida,32803,4074227402
M CS Watertower Kitchen,1875 Central Florida Parkway,Orlando, Florida,32837,4078547753
M CS Watertower Kitchen,1875 Central Florida Parkway,Orlando, Florida,32837,4078547753
Magic Fry,300 North Ivey Lane,Orlando, Florida,32811,4072980888
Magic Seafood,2111 West Colonial Drive,Orlando, Florida,32804,4079999914
Maharaja Indian Cuisine,12239 University Boulevard,Orlando, Florida,32817,4073848850
Maingate Pizza,7459 International Drive,Orlando, Florida,32819,4073634400
Mama BS Giant Subs,692 North Orange Avenue,Orlando, Florida,32801,4074227353
Mama BS Giant Subs,1101 South Orange Avenue,Orlando, Florida,32806,4078393633
Mama Dellas Ristorante,5601 Universal Boulevard,Orlando, Florida,32819,4075033463
Mama Leones Pizzeria,1513 East Michigan Street,Orlando, Florida,32806,4078986119
Mama Mia,2985 Silver Star Road,Orlando, Florida,32808,4072979016
Mama MIAS Pizzeria,706 East Wallace Street,Orlando, Florida,32809,4078516001
Mamas Cheesesteak,629 North Westmoreland Drive,Orlando, Florida,32805,4078436167
Mangoes Restaurant & Radisson Barcelo Hotel Or,8444 International Drive,Orlando, Florida,32819,4073450505
Manuels On the 28th,390 North Orange Avenue,Orlando, Florida,32801,4072466580
Margaritas Grill,583 South Chickasaw Trail,Orlando, Florida,32825,4073802600
Marios Pizza & Subs Restaurant,7213 Curry Ford Road,Orlando, Florida,32822,4072822000
Mark Two Dinner Theater,3376 Edgewater Drive,Orlando, Florida,32804,4078436275
Marriott Orlando Downtown,400 W Livingston St,Orlando, Florida,32801,4078436664
Marriott's Grande Vista,5925 Avenida Vis,Orlando, Florida,32821,4072387676
Maryland Fried Chicken,5003 Edgewater Drive,Orlando, Florida,32810,4072956048
Maryland Fried Chicken,3500 Curry Ford Road,Orlando, Florida,32806,4078967255
Maryland Fried Chicken of Union Park,9710 East Colonial Drive,Orlando, Florida,32817,4072730480
Masters Inn - Orlando/International Driv,8222 Jamaican Ct,Orlando, Florida,32819,4073451172
May Sum Chinese Restaurant,4542 South Semoran Boulevard,Orlando, Florida,32822,4072738740
Maya Grill,Disney's Coronado Sp,Orlando, Florida,32830,4079393463
Mazzarellas Foods Pizzeria Pizza,9067 International Drive,Orlando, Florida,32819,4079030403
Mcdonald's Restaurants - Downtown Disney,1674 East Buena Vista Drive,Orlando, Florida,32830,4078280224
Mcdonald's Restaurants - Lake Buena Vista,1596 West Buena Vista Drive,Orlando, Florida,32830,4079390875
Mcdonald's Restaurants - Lake Buena Vista,12549 State Road 535,Orlando, Florida,32836,4078271030
Mcdonald's Restaurants - Ocoee,5498 Central Florida Parkway,Orlando, Florida,32821,4072380995
Mcdonald's Restaurants - Winter Park,1028 Lee Road,Orlando, Florida,32810,4076471615
Medinas Grocery & Restaurant,2405 East Washington Street,Orlando, Florida,32803,4078942206
Meet ME at Pichys,805 Lee Road,Orlando, Florida,32810,4075234500
Memories of India-Indian Cuisine,7625 Turkey Lake Road,Orlando, Florida,32819,4073703277
Merry Mystery Dinner Adventure,7508 Universal Boulevard,Orlando, Florida,32819,4073631985
Metro Espresso Pizza Cafe,417 East Central Boulevard,Orlando, Florida,32801,4074225282
Metro West Cafe,3300 South Hiawassee Road,Orlando, Florida,32835,4075210960
MI Pequena Colombia,2051 Americana Boulevard,Orlando, Florida,32839,4078571849
Miami Subs Grill,5000 West Colonial Drive,Orlando, Florida,32808,4072958256
Miami Subs Grill,12399 State Road 535,Orlando, Florida,32836,4072392766
Michaels Restaurant & Pizza,12309 East Colonial Drive,Orlando, Florida,32826,4072733631
Michelangelo Italian Cuisine,4898 South Kirkman Road,Orlando, Florida,32811,4072976666
Middle East Market & Deli,8100 South Orange Blossom Trai,Orlando, Florida,32809,4078556555
Ming Court Innovative Oriental Cuisine,9188 International Drive,Orlando, Florida,32819,4073519988
Miss Saigon Restaurant,12245 University Boulevard,Orlando, Florida,32817,4073060840
Misuzu Japanese Restaurant,1905 North Orange Avenue,Orlando, Florida,32804,4078958396
MOMS Diner,2651 North Orange Blossom Trai,Orlando, Florida,32804,4078803337
Moodswing Cafe,815 North Mills Avenue,Orlando, Florida,32803,4078959777
Moonfish,7525 West Sand Lake Road,Orlando, Florida,32819,4073637262
Mountain Grill,11731 e colonial dr,Orlando, Florida,32817,4073828333
Mr Mofongo,5643 East Colonial Drive,Orlando, Florida,32807,4074820150
Mr Quick,5615 West Colonial Drive,Orlando, Florida,32808,4072930511
Mugsys 33rd St Bar & Grill,2500 33rd Street,Orlando, Florida,32839,4078496999
Mulvaneys Irish Pub,7032 International Drive,Orlando, Florida,32819,4073527031
Nagoya Sushi,6417 Raleigh Street,Orlando, Florida,32835,4072901288
National Sub Shop,6432 East Colonial Drive,Orlando, Florida,32807,4072779895
Natures Table,1000 Legion Place,Orlando, Florida,32801,4078351774
Natures Table,800 North Magnolia Avenue,Orlando, Florida,32803,4078434869
Natures Table,5955 T G Lee Boulevard,Orlando, Florida,32822,4074382002
Natures Table Cafe,1900 Summit Tower Boulevard,Orlando, Florida,32810,4076602006
Natures Table Cafe,6675 Westwood Boulevard,Orlando, Florida,32821,4073700500
Natures Table Cafe,8529 South Park Circle,Orlando, Florida,32819,4073451070
NBA City Restaurant,6068 Universal Boulevard,Orlando, Florida,32819,4073635919
Nellie Belles Cafe,7323 South Orange Avenue,Orlando, Florida,32809,4078551134
Nellys Sandwich House,5425 South Orange Blossom Trai,Orlando, Florida,32839,4078581524
New China Gourmet,3334 Curry Ford Road,Orlando, Florida,32806,4078944846
New China King,5709 Edgewater Drive,Orlando, Florida,32810,4072951788
